State,County Name,FIPS State,FIPS County,FIPS
Texas,Hunt,48,231,48115
Texas,Hutchinson,48,233,48117
Texas,Irion,48,235,48119
Texas,Jack,48,237,48121
Texas,Jackson,48,239,48123
Texas,Jasper,48,241,48125
Texas,Jeff Davis,48,243,48127
Texas,Jefferson,48,245,48129
Texas,Jim Hogg,48,247,48131
Texas,Jim Wells,48,249,48133
Texas,Johnson,48,251,48135
Texas,Jones,48,253,48137
Texas,Karnes,48,255,48139
Texas,Kaufman,48,257,48141
Texas,Kendall,48,259,48143
Texas,Kenedy,48,261,48145
Texas,Kent,48,263,48147
Texas,Kerr,48,265,48149
Texas,Kimble,48,267,48151
Texas,King,48,269,48153
Texas,Kinney,48,271,48155
Texas,Kleberg,48,273,48157
Texas,Knox,48,275,48159
Texas,Lamar,48,277,48161
Texas,Lamb,48,279,48163
Texas,Lampasas,48,281,48165
Texas,La Salle,48,283,48167
Texas,Lavaca,48,285,48169
Texas,Lee,48,287,48171
Texas,Leon,48,289,48173
Texas,Liberty,48,291,48175
Texas,Limestone,48,293,48177
Texas,Lipscomb,48,295,48179
Texas,Live Oak,48,297,48181
Texas,Llano,48,299,48183
Texas,Loving,48,301,48185
Texas,Lubbock,48,303,48187
Texas,Lynn,48,305,48189
Texas,McCulloch,48,307,48191
Texas,McLennan,48,309,48193
Texas,McMullen,48,311,48195
Texas,Madison,48,313,48197
Texas,Marion,48,315,48199
Texas,Martin,48,317,48201
Texas,Mason,48,319,48203
Texas,Matagorda,48,321,48205
Texas,Maverick,48,323,48207
Texas,Medina,48,325,48209
Texas,Menard,48,327,48211
Texas,Midland,48,329,48213
Texas,Milam,48,331,48215
Texas,Mills,48,333,48217
Texas,Mitchell,48,335,48219
Texas,Montague,48,337,48221
Texas,Montgomery,48,339,48223
Texas,Moore,48,341,48225
Texas,Morris,48,343,48227
Texas,Motley,48,345,48229
Texas,Nacogdoches,48,347,48231
Texas,Navarro,48,349,48233
Texas,Newton,48,351,48235
Texas,Nolan,48,353,48237
Texas,Nueces,48,355,48239
Texas,Ochiltree,48,357,48241
Texas,Oldham,48,359,48243
Texas,Orange,48,361,48245
Texas,Palo Pinto,48,363,48247
Texas,Panola,48,365,48249
Texas,Parker,48,367,48251
Texas,Parmer,48,369,48253
Texas,Pecos,48,371,48255
Texas,Polk,48,373,48257
Texas,Potter,48,375,48259
Texas,Presidio,48,377,48261
Texas,Rains,48,379,48263
Texas,Randall,48,381,48265
Texas,Reagan,48,383,48267
Texas,Real,48,385,48269
Texas,Red River,48,387,48271
Texas,Reeves,48,389,48273
Texas,Refugio,48,391,48275
Texas,Roberts,48,393,48277
Texas,Robertson,48,395,48279
Texas,Rockwall,48,397,48281
Texas,Runnels,48,399,48283
Texas,Rusk,48,401,48285
Texas,Sabine,48,403,48287
Texas,San Augustine,48,405,48289
Texas,San Jacinto,48,407,48291
Texas,San Patricio,48,409,48293
Texas,San Saba,48,411,48295
Texas,Schleicher,48,413,48297
Texas,Scurry,48,415,48299
Texas,Shackelford,48,417,48301
Texas,Shelby,48,419,48303
Texas,Sherman,48,421,48305
Texas,Smith,48,423,48307
Texas,Somervell,48,425,48309
Texas,Starr,48,427,48311
Texas,Stephens,48,429,48313
Texas,Sterling,48,431,48315
Texas,Stonewall,48,433,48317
Texas,Sutton,48,435,48319
Texas,Swisher,48,437,48321
Texas,Tarrant,48,439,48323
Texas,Taylor,48,441,48325
Texas,Terrell,48,443,48327
Texas,Terry,48,445,48329
Texas,Throckmorton,48,447,48331
Texas,Titus,48,449,48333
Texas,Tom Green,48,451,48335
Texas,Travis,48,453,48337
Texas,Trinity,48,455,48339
Texas,Tyler,48,457,48341
Texas,Upshur,48,459,48343
Texas,Upton,48,461,48345
Texas,Uvalde,48,463,48347
Texas,Val Verde,48,465,48349
Texas,Van Zandt,48,467,48351
Texas,Victoria,48,469,48353
Texas,Walker,48,471,48355
Texas,Waller,48,473,48357
Texas,Ward,48,475,48359
Texas,Washington,48,477,48361
Texas,Webb,48,479,48363
Texas,Wharton,48,481,48365
Texas,Wheeler,48,483,48367
Texas,Wichita,48,485,48369
Texas,Wilbarger,48,487,48371
Texas,Willacy,48,489,48373
Texas,Williamson,48,491,48375
Texas,Wilson,48,493,48377
Texas,Winkler,48,495,48379
Texas,Wise,48,497,48381
Texas,Wood,48,499,48383
Texas,Yoakum,48,501,48385
Texas,Young,48,503,48387
Texas,Zapata,48,505,48389
Texas,Zavala,48,507,48391
Utah,Beaver,49,1,48393
Utah,Box Elder,49,3,48395
Utah,Cache,49,5,48397
Utah,Carbon,49,7,48399
Utah,Daggett,49,9,48401
Utah,Davis,49,11,48403
Utah,Duchesne,49,13,48405
Utah,Emery,49,15,48407
Utah,Garfield,49,17,48409
Utah,Grand,49,19,48411
Utah,Iron,49,21,48413
Utah,Juab,49,23,48415
Utah,Kane,49,25,48417
Utah,Millard,49,27,48419
Utah,Morgan,49,29,48421
Utah,Piute,49,31,48423
Utah,Rich,49,33,48425
Utah,Salt Lake,49,35,48427
Utah,San Juan,49,37,48429
Utah,Sanpete,49,39,48431
Utah,Sevier,49,41,48433
Utah,Summit,49,43,48435
Utah,Tooele,49,45,48437
Utah,Uintah,49,47,48439
Utah,Utah,49,49,48441
Utah,Wasatch,49,51,48443
Utah,Washington,49,53,48445
Utah,Wayne,49,55,48447
Utah,Weber,49,57,48449
Vermont,Addison,50,1,48451
Vermont,Bennington,50,3,48453
Vermont,Caledonia,50,5,48455
Vermont,Chittenden,50,7,48457
Vermont,Essex,50,9,48459
Vermont,Franklin,50,11,48461
Vermont,Grand Isle,50,13,48463
Vermont,Lamoille,50,15,48465
Vermont,Orange,50,17,48467
Vermont,Orleans,50,19,48469
Vermont,Rutland,50,21,48471
Vermont,Washington,50,23,48473
Vermont,Windham,50,25,48475
Vermont,Windsor,50,27,48477
Virginia,Accomack,51,1,48479
Virginia,Albemarle,51,3,48481
Virginia,Alleghany,51,5,48483
Virginia,Amelia,51,7,48485
Virginia,Amherst,51,9,48487
Virginia,Appomattox,51,11,48489
Virginia,Arlington,51,13,48491
Virginia,Augusta,51,15,48493
Virginia,Bath,51,17,48495
Virginia,Bedford,51,19,48497
Virginia,Bland,51,21,48499
Virginia,Botetourt,51,23,48501
Virginia,Brunswick,51,25,48503
Virginia,Buchanan,51,27,48505
Virginia,Buckingham,51,29,48507
Virginia,Campbell,51,31,49001
Virginia,Caroline,51,33,49003
Virginia,Carroll,51,35,49005
Virginia,Charles City,51,36,49007
Virginia,Charlotte,51,37,49009
Virginia,Chesterfield,51,41,49011
Virginia,Clarke,51,43,49013
Virginia,Craig,51,45,49015
Virginia,Culpeper,51,47,49017
Virginia,Cumberland,51,49,49019
Virginia,Dickenson,51,51,49021
Virginia,Dinwiddie,51,53,49023
Virginia,Essex,51,57,49025
Virginia,Fairfax,51,59,49027
Virginia,Fauquier,51,61,49029
Virginia,Floyd,51,63,49031
Virginia,Fluvanna,51,65,49033
Virginia,Franklin,51,67,49035
Virginia,Frederick,51,69,49037
Virginia,Giles,51,71,49039
Virginia,Gloucester,51,73,49041
Virginia,Goochland,51,75,49043
Virginia,Grayson,51,77,49045
Virginia,Greene,51,79,49047
Virginia,Greensville,51,81,49049
Virginia,Halifax,51,83,49051
Virginia,Hanover,51,85,49053
Virginia,Henrico,51,87,49055
Virginia,Henry,51,89,49057
Virginia,Highland,51,91,50001
Virginia,Isle of Wight,51,93,50003
Virginia,James City,51,95,50005
Virginia,King and Queen,51,97,50007
Virginia,King George,51,99,50009
Virginia,King William,51,101,50011
Virginia,Lancaster,51,103,50013
Virginia,Lee,51,105,50015
Virginia,Loudoun,51,107,50017
Virginia,Louisa,51,109,50019
Virginia,Lunenburg,51,111,50021
Virginia,Madison,51,113,50023
Virginia,Mathews,51,115,50025
Virginia,Mecklenburg,51,117,50027
Virginia,Middlesex,51,119,51001
Virginia,Montgomery,51,121,51003
Virginia,Nelson,51,125,51005
Virginia,New Kent,51,127,51007
Virginia,Northampton,51,131,51009
Virginia,Northumberland,51,133,51011
Virginia,Nottoway,51,135,51013
Virginia,Orange,51,137,51015
Virginia,Page,51,139,51017
Virginia,Patrick,51,141,51019
Virginia,Pittsylvania,51,143,51021
Virginia,Powhatan,51,145,51023
Virginia,Prince Edward,51,147,51025
Virginia,Prince George,51,149,51027
Virginia,Prince William,51,153,51029
Virginia,Pulaski,51,155,51031
Virginia,Rappahannock,51,157,51033
Virginia,Richmond,51,159,51035
Virginia,Roanoke,51,161,51036
Virginia,Rockbridge,51,163,51037
Virginia,Rockingham,51,165,51041
Virginia,Russell,51,167,51043
Virginia,Scott,51,169,51045
Virginia,Shenandoah,51,171,51047
Virginia,Smyth,51,173,51049
Virginia,Southampton,51,175,51051
Virginia,Spotsylvania,51,177,51053
Virginia,Stafford,51,179,51057
Virginia,Surry,51,181,51059
Virginia,Sussex,51,183,51061
Virginia,Tazewell,51,185,51063
Virginia,Warren,51,187,51065
Virginia,Washington,51,191,51067
Virginia,Westmoreland,51,193,51069
Virginia,Wise,51,195,51071
Virginia,Wythe,51,197,51073
Virginia,York,51,199,51075
Virginia,Alexandria City,51,510,51077
Virginia,Bedford City,51,515,51079
Virginia,Bristol City,51,520,51081
Virginia,Buena Vista City,51,530,51083
Virginia,Charlottesville City,51,540,51085
Virginia,Chesapeake City,51,550,51087
Virginia,Clifton Forge City,51,560,51089
Virginia,Colonial Heights City,51,570,51091
Virginia,Covington City,51,580,51093
Virginia,Danville City,51,590,51095
Virginia,Emporia City,51,595,51097
Virginia,Fairfax City,51,600,51099
Virginia,Falls Church City,51,610,51101
Virginia,Franklin City,51,620,51103
Virginia,Fredericksburg City,51,630,51105
Virginia,Galax City,51,640,51107
Virginia,Hampton City,51,650,51109
Virginia,Harrisonburg City,51,660,51111
Virginia,Hopewell City,51,670,51113
Virginia,Lexington City,51,678,51115
Virginia,Lynchburg City,51,680,51117
Virginia,Manassas City,51,683,51119
Virginia,Manassas Park City,51,685,51121
Virginia,Martinsville City,51,690,51125
Virginia,Newport News City,51,700,51127
Virginia,Norfolk City,51,710,51131
Virginia,Norton City,51,720,51133
Virginia,Petersburg City,51,730,51135
Virginia,Poquoson City,51,735,51137
Virginia,Portsmouth City,51,740,51139
Virginia,Radford,51,750,51141
Virginia,Richmond City,51,760,51143
Virginia,Roanoke City,51,770,51145
Virginia,Salem City,51,775,51147
Virginia,South Boston City,51,780,51149
Virginia,Staunton City,51,790,51153
Virginia,Suffolk City,51,800,51155
Virginia,Virginia Beach City,51,810,51157
Virginia,Waynesboro City,51,820,51159
Virginia,Williamsburg City,51,830,51161
Virginia,Winchester City,51,840,51163
Washington,Adams,53,1,51165
Washington,Asotin,53,3,51167
Washington,Benton,53,5,51169
Washington,Chelan,53,7,51171
Washington,Clallam,53,9,51173
Washington,Clark,53,11,51175
Washington,Columbia,53,13,51177
Washington,Cowlitz,53,15,51179
Washington,Douglas,53,17,51181
Washington,Ferry,53,19,51183
Washington,Franklin,53,21,51185
Washington,Garfield,53,23,51187
Washington,Grant,53,25,51191
Washington,Grays Harbor,53,27,51193
Washington,Island,53,29,51195
Washington,Jefferson,53,31,51197
Washington,King,53,33,51199
Washington,Kitsap,53,35,51510
Washington,Kittitas,53,37,51515
Washington,Klickitat,53,39,51520
Washington,Lewis,53,41,51530
Washington,Lincoln,53,43,51540
Washington,Mason,53,45,51550
Washington,Okanogan,53,47,51560
Washington,Pacific,53,49,51570
Washington,Pend Oreille,53,51,51580
Washington,Pierce,53,53,51590
Washington,San Juan,53,55,51595
Washington,Skagit,53,57,51600
Washington,Skamania,53,59,51610
Washington,Snohomish,53,61,51620
Washington,Spokane,53,63,51630
Washington,Stevens,53,65,51640
Washington,Thurston,53,67,51650
Washington,Wahkiakum,53,69,51660
Washington,Walla Walla,53,71,51670
Washington,Whatcom,53,73,51678
Washington,Whitman,53,75,51680
Washington,Yakima,53,77,51683
West Virginia,Barbour,54,1,51685
West Virginia,Berkeley,54,3,51690
West Virginia,Boone,54,5,51700
West Virginia,Braxton,54,7,51710
West Virginia,Brooke,54,9,51720
West Virginia,Cabell,54,11,51730
West Virginia,Calhoun,54,13,51735
West Virginia,Clay,54,15,51740
West Virginia,Doddridge,54,17,51750
West Virginia,Fayette,54,19,51760
West Virginia,Gilmer,54,21,51770
West Virginia,Grant,54,23,51775
West Virginia,Greenbrier,54,25,51780
West Virginia,Hampshire,54,27,51790
West Virginia,Hancock,54,29,51800
West Virginia,Hardy,54,31,51810
West Virginia,Harrison,54,33,51820
West Virginia,Jackson,54,35,51830
West Virginia,Jefferson,54,37,51840
West Virginia,Kanawha,54,39,53001
West Virginia,Lewis,54,41,53003
West Virginia,Lincoln,54,43,53005
West Virginia,Logan,54,45,53007
West Virginia,McDowell,54,47,53009
West Virginia,Marion,54,49,53011
West Virginia,Marshall,54,51,53013
West Virginia,Mason,54,53,53015
West Virginia,Mercer,54,55,53017
West Virginia,Mineral,54,57,53019
West Virginia,Mingo,54,59,53021
West Virginia,Monongalia,54,61,53023
West Virginia,Monroe,54,63,53025
West Virginia,Morgan,54,65,53027
West Virginia,Nicholas,54,67,53029
West Virginia,Ohio,54,69,53031
West Virginia,Pendleton,54,71,53033
West Virginia,Pleasants,54,73,53035
West Virginia,Pocahontas,54,75,53037
West Virginia,Preston,54,77,53039
West Virginia,Putnam,54,79,53041
West Virginia,Raleigh,54,81,53043
West Virginia,Randolph,54,83,53045
West Virginia,Ritchie,54,85,53047
West Virginia,Roane,54,87,53049
West Virginia,Summers,54,89,53051
West Virginia,Taylor,54,91,53053
West Virginia,Tucker,54,93,53055
West Virginia,Tyler,54,95,53057
West Virginia,Upshur,54,97,53059
West Virginia,Wayne,54,99,53061
West Virginia,Webster,54,101,53063
West Virginia,Wetzel,54,103,53065
West Virginia,Wirt,54,105,53067
West Virginia,Wood,54,107,53069
West Virginia,Wyoming,54,109,53071
Wisconsin,Adams,55,1,53073
Wisconsin,Ashland,55,3,53075
Wisconsin,Barron,55,5,53077
Wisconsin,Bayfield,55,7,54001
Wisconsin,Brown,55,9,54003
Wisconsin,Buffalo,55,11,54005
Wisconsin,Burnett,55,13,54007
Wisconsin,Calumet,55,15,54009
Wisconsin,Chippewa,55,17,54011
Wisconsin,Clark,55,19,54013
Wisconsin,Columbia,55,21,54015
Wisconsin,Crawford,55,23,54017
Wisconsin,Dane,55,25,54019
Wisconsin,Dodge,55,27,54021
Wisconsin,Door,55,29,54023
Wisconsin,Douglas,55,31,54025
Wisconsin,Dunn,55,33,54027
Wisconsin,Eau Claire,55,35,54029
Wisconsin,Florence,55,37,54031
Wisconsin,Fond Du Lac,55,39,54033
Wisconsin,Forest,55,41,54035
Wisconsin,Grant,55,43,54037
Wisconsin,Green,55,45,54039
Wisconsin,Green Lake,55,47,54041
Wisconsin,Iowa,55,49,54043
Wisconsin,Iron,55,51,54045
Wisconsin,Jackson,55,53,54047
Wisconsin,Jefferson,55,55,54049
Wisconsin,Juneau,55,57,54051
Wisconsin,Kenosha,55,59,54053
Wisconsin,Kewaunee,55,61,54055
Wisconsin,La Crosse,55,63,54057
Wisconsin,Lafayette,55,65,54059
Wisconsin,Langlade,55,67,54061
Wisconsin,Lincoln,55,69,54063
Wisconsin,Manitowoc,55,71,54065
Wisconsin,Marathon,55,73,54067
Wisconsin,Marinette,55,75,54069
Wisconsin,Marquette,55,77,54071
Wisconsin,Menominee,55,78,54073
Wisconsin,Milwaukee,55,79,54075
Wisconsin,Monroe,55,81,54077
Wisconsin,Oconto,55,83,54079
Wisconsin,Oneida,55,85,54081
Wisconsin,Outagamie,55,87,54083
Wisconsin,Ozaukee,55,89,54085
Wisconsin,Pepin,55,91,54087
Wisconsin,Pierce,55,93,54089
Wisconsin,Polk,55,95,54091
Wisconsin,Portage,55,97,54093
Wisconsin,Price,55,99,54095
Wisconsin,Racine,55,101,54097
Wisconsin,Richland,55,103,54099
Wisconsin,Rock,55,105,54101
Wisconsin,Rusk,55,107,54103
Wisconsin,St Croix,55,109,54105
Wisconsin,Sauk,55,111,54107
Wisconsin,Sawyer,55,113,54109
Wisconsin,Shawano,55,115,55001
Wisconsin,Sheboygan,55,117,55003
Wisconsin,Taylor,55,119,55005
Wisconsin,Trempealeau,55,121,55007
Wisconsin,Vernon,55,123,55009
Wisconsin,Vilas,55,125,55011
Wisconsin,Walworth,55,127,55013
Wisconsin,Washburn,55,129,55015
Wisconsin,Washington,55,131,55017
Wisconsin,Waukesha,55,133,55019
Wisconsin,Waupaca,55,135,55021
Wisconsin,Waushara,55,137,55023
Wisconsin,Winnebago,55,139,55025
Wisconsin,Wood,55,141,55027
Wyoming,Albany,56,1,55029
Wyoming,Big Horn,56,3,55031
Wyoming,Campbell,56,5,55033
Wyoming,Carbon,56,7,55035
Wyoming,Converse,56,9,55037
Wyoming,Crook,56,11,55039
Wyoming,Fremont,56,13,55041
Wyoming,Goshen,56,15,55043
Wyoming,Hot Springs,56,17,55045
Wyoming,Johnson,56,19,55047
Wyoming,Laramie,56,21,55049
Wyoming,Lincoln,56,23,55051
Wyoming,Natrona,56,25,55053
Wyoming,Niobrara,56,27,55055
Wyoming,Park,56,29,55057
Wyoming,Platte,56,31,55059
Wyoming,Sheridan,56,33,55061
Wyoming,Sublette,56,35,55063
Wyoming,Sweetwater,56,37,55065
Wyoming,Teton,56,39,55067
Wyoming,Uinta,56,41,55069
Wyoming,Washakie,56,43,55071
Wyoming,Weston,56,45,55073
,,,,55075
,,,,55077
,,,,55078
,,,,55079
,,,,55081
,,,,55083
,,,,55085
,,,,55087
,,,,55089
,,,,55091
,,,,55093
,,,,55095
,,,,55097
,,,,55099
,,,,55101
,,,,55103
,,,,55105
,,,,55107
,,,,55109
,,,,55111
,,,,55113
,,,,55115
,,,,55117
,,,,55119
,,,,55121
,,,,55123
,,,,55125
,,,,55127
,,,,55129
,,,,55131
,,,,55133
,,,,55135
,,,,55137
,,,,55139
,,,,55141
,,,,56001
,,,,56003
,,,,56005
,,,,56007
,,,,56009
,,,,56011
,,,,56013
,,,,56015
,,,,56017
,,,,56019
,,,,56021
,,,,56023
,,,,56025
,,,,56027
,,,,56029
,,,,56031
,,,,56033
,,,,56035
,,,,56037
,,,,56039
,,,,56041
,,,,56043
,,,,56045
